event_id,publish_ms,ingest_ms,latency_ms
83c575d5-d385-4461-a947-a469e6f5a581,1778694732512,1778694733009,497
58f50cf8-7b64-4379-9247-dabf932eb478,1778694732554,1778694733009,455
888f067c-14f7-4a62-830c-e854124329f6,1778694732616,1778694733009,393
6009731a-27e3-4675-b321-3305a994669f,1778694732658,1778694733009,351
6f800381-24f8-466d-85f8-69c208ae8cd1,1778694732722,1778694733009,287
95af968f-a5f2-4e3a-882b-20cf393f4f7d,1778694732766,1778694733009,243
f9f0868b-742d-419e-ba68-37debf1a850d,1778694732828,1778694733009,181
33e1bfc4-8b52-427a-bcc9-13a64561c938,1778694732871,1778694733009,138
4140a4fa-fec6-44a9-8c00-02d1dd73d6f8,1778694732933,1778694733009,76
47f123b2-4f3d-4414-82d1-da1f2cdce451,1778694732974,1778694733009,35
f91cf3ef-9a9d-47c0-a96f-d278807f7931,1778694733038,1778694733509,471
60da8a88-62bc-4a11-826a-be5e3fc22d26,1778694733080,1778694733509,429
c964c787-48b7-4885-9420-bc9bdf3a1450,1778694733145,1778694733509,364
5c49aef9-4002-48d5-aa62-fda8fc28f412,1778694733188,1778694733509,321
67528a8b-fc8f-48f9-b971-2e7f1fff0f8d,1778694733252,1778694733509,257
09f17995-0ef6-4168-ac29-87e6433fa53a,1778694733295,1778694733509,214
775b4359-055a-4a9e-a6f0-109107560592,1778694733357,1778694733509,152
93cbf5c3-124c-4a34-8530-d6d3354be024,1778694733399,1778694733509,110
a172ef2a-6527-448b-8548-26b8fe2c28b7,1778694733461,1778694733509,48
8a6bfb48-c395-427c-a20f-a52a8da741fb,1778694733502,1778694733509,7
4358996a-3d8e-4385-93eb-fe2e4ab22873,1778694733565,1778694734010,445
15c339ba-e605-4b8e-8242-878c235bf764,1778694733607,1778694734010,403
2109ad5a-d57f-4353-ab0d-34ba46b54ea7,1778694733670,1778694734010,340
8fe7bc73-42be-45ab-8b89-b82e0d282ee5,1778694733712,1778694734010,298
ef6c6a80-3575-4b67-a77b-0c591ec21daf,1778694733774,1778694734010,236
9ce8455c-5dfb-46f0-b2b4-856beafe05b5,1778694733816,1778694734010,194
ad2f5a3a-4caa-4988-8e08-caaccbd94284,1778694733879,1778694734010,131
82d4b959-80da-495b-ae66-5dd57d8b9e52,1778694733921,1778694734010,89
c844fe5c-4f56-41d5-8cc2-b5175adda235,1778694733982,1778694734010,28
cf261e7e-7897-4778-be41-71da248043b8,1778694734023,1778694734510,487
